6 | 7 | 2 | 9 | 8 | 1 | 5 | 3 | 4 |
4 | 3 | 1 | 5 | 7 | 6 | 9 | 8 | 2 |
5 | 8 | 9 | 2 | 4 | 3 | 7 | 6 | 1 |
9 | 6 | 7 | 3 | 2 | 4 | 1 | 5 | 8 |
3 | 4 | 8 | 7 | 1 | 5 | 2 | 9 | 6 |
2 | 1 | 5 | 6 | 9 | 8 | 4 | 7 | 3 |
7 | 9 | 6 | 4 | 3 | 2 | 8 | 1 | 5 |
8 | 5 | 4 | 1 | 6 | 9 | 3 | 2 | 7 |
1 | 2 | 3 | 8 | 5 | 7 | 6 | 4 | 9 |
